SCHOOL_ID,SCHOOL_NAME,SCHOOL_ADDRESS,SCHOOL_CONTACT,SCHOOL_WEBSITE,SCHOOL_RATING,SCHOOL_CITY,School_Board,School_Lat,School_long,School_Photo
DE724,Delhi Public School R.K.Puram,"Delhi Public School, Kaifi Azmi Marg",+91 11 4911 5500,http://www.dpsrkp.net/,4.1,Delhi,CBSE,28.573066,77.176264,DE724.jpg
DE945,St. Xavier's Senior Secondary School,"4, Raj Niwas Marg",+91 11 2395 7778,http://www.stxaviersdelhi.com/,4.5,Delhi,CBSE,28.672705,77.223209,DE945.jpg
DE524,Carmel Convent School,Malcha Marg,+91 11 2687 1299,http://carmeldelhi.com/,4.4,Delhi,CBSE,28.610863,77.260008,DE524.jpg
DE1792,Sardar Patel Vidyalaya,Sardar Patel Vidyalaya,+91 11 2462 7344,http://spvdelhi.org/,4.6,Delhi,CBSE,28.597217,77.22686,DE1792.jpg
DE1793,Modern School,Barakhamba Rd,+91 11 2331 1618,http://www.modernschool.net/,4.4,Delhi,CBSE,28.628607,77.229359,DE1793.jpg
DE1330,Bal Bharati Public School Rajinder Nagar,"Ganga Ram Hospital Marg, Rajendra Nagar",+91 11 2578 2419,http://bbpsgr.balbharati.org/contact-us/,4,Delhi,CBSE,28.640362,77.190862,DE1330.png
DE1845,St. Columba's School,"1, Ashok Place, Near Gole Dakhana, Gole Market",+91 11 2336 3462,http://stcolumbas.edu.in/,4.7,Delhi,CBSE,28.629685,77.20649,DE1845.jpg
DE1621,Springdales School,"Benito Juarez Road, Dhaula Kuan",+91 11 2411 6657,http://springdales.com/,4.3,Delhi,CBSE,28.644505,77.196651,DE1621.jpg
DE1067,Bharti Public School,"Vikas Marg, Swasthya Vihar",+91 11 4244 0514,http://www.bps.edu.in/,4,Delhi,CBSE,28.639729,77.288782,DE1067.jpg
DE1109,"Sanskriti School, Chanakyapuri",Dr. S. Radhakrishnan Marg,+91 11 2688 3336,http://www.sanskritischool.edu.in/,4.5,Delhi,,28.589092,77.177255,DE1109.jpg
DE792,Delhi Public School Mathura Road,Mathura Rd,+91 11 4339 9200,http://www.dpsmathuraroad.org/,4.1,Delhi,CBSE,28.597453,77.242805,DE792.jpg
DE1052,Convent of Jesus & Mary,"1, Bangla Sahib Ln, Diz Staff Quarts, Connaught Place",+91 11 2336 6762,http://www.cjmdelhi.com/,4.2,Delhi,CBSE,28.629384,77.208327,DE1052.jpg
DE858,The British School,Dr Jose P Rizal Marg,+91 11 4066 4166,http://www.british-school.org/,4.1,Delhi,IGCSE,28.597658,77.18142,DE858.jpg
DE1530,Presentation Convent Sr. Sec. School,"Shyama Prasad Mukherji Marg, Between Red Fort & Old Delhi Railway Station",+91 11 2386 2862,http://www.pcsdelhi.in/,4.4,Delhi,CBSE,28.659929,77.235807,DE1530.jpg
DE1200,St. Thomas' Girls Senior Secondary School,"St. Thomas Church, Mandir Marg",+91 11 2336 4094,http://stthomasgirlsschool.com/,4.2,Delhi,CBSE,28.639783,77.204291,DE1200.jpg
DE978,Army Public School,Ridge Road,+91 11 2569 3131,http://www.apsdk.com/,4.5,Delhi,CBSE,28.600982,77.169686,DE978.jpg
DE1723,"Lovely Public Senior Secondary School,Delhi","Priyadarshini Vihar, Near Bank Enclave,Laxmi Nagar",+91 11 2205 8369,http://lpsschool.com/,3.6,Delhi,CBSE,28.641083,77.278087,DE1723.jpg
DE701,Lady Irwin Senior Secondary School,Shrimant Madhav Rao Scindia Marg,+91 11 2338 9564,http://www.ladyirwinschool.org/,4.1,Delhi,CBSE,28.620147,77.224455,DE701.jpg
DE1051,DTEA Senior Secondary School,"Nanakpura, Near Police station, Moti Bagh 2",+91 11 2467 3726,http://www.dteaschools.org/,3.7,Delhi,CBSE,28.594672,77.22632,DE1051.jpg
DE1136,Holy Child Auxilium School,"R.K. Puram, Sector 12",+91 11 2618 2766,http://hcauxilium.co.in/,4.2,Delhi,CBSE,28.576183,77.174845,DE1136.jpg
DE584,Presentation Convent Sr. Sec. School,"Shyama Prasad Mukherji Marg, Between Red Fort & Old Delhi Railway Station",+91 11 2386 2862,http://www.pcsdelhi.in/,4.4,Delhi,CBSE,28.659853,77.23571,DE584.JPG
DE1313,Navy Children School,"Navy Children School, Satya Marg",+91 11 2467 1892,http://ncsdelhi.nesnavy.in/,4.4,Delhi,CBSE,28.582705,77.1947,DE1313.jpg
DE1435,Faith Academy,"John L. Dorsey Road, Prasad Nagar",+91 11 2571 5784,http://www.faithacademy.in/,3.6,Delhi,CBSE,28.650559,77.180037,DE1435.jpg
DE1584,"Lovely Public Senior Secondary School,Delhi","Priyadarshini Vihar, Near Bank Enclave,Laxmi Nagar",+91 11 2205 8369,http://lpsschool.com/,3.6,Delhi,CBSE,28.641045,77.278034,DE1584.jpg
DE1695,St. Thomas' Girls Senior Secondary School,"St. Thomas Church, Mandir Marg",+91 11 2336 4094,http://stthomasgirlsschool.com/,4.2,Delhi,CBSE,28.639783,77.204141,DE1695.jpg
DE1773,DTEA Senior Secondary School,"Nanakpura, Near Police station, Moti Bagh 2",+91 11 2467 3726,http://www.dteaschools.org/,3.7,Delhi,CBSE,28.594653,77.226212,DE1773.jpg
DE535,Anglo Arabic Senior Secondary School,Ajmeri Gate,+91 11 2321 2734,http://angloarabic.co.in/,5,Delhi,,28.646156,77.223199,DE535.jpg
DE606,Hillwoods Academy School,"G- Block, Preet Vihar",+91 11 2252 4856,http://www.hillwoodsindia.com/,4,Delhi,CBSE,28.642013,77.300617,DE606.jpg
DE645,Mater Dei School,Tilak Lane,+91 11 2338 7679,http://www.materdeischool.in/,4.5,Delhi,CBSE,28.616575,77.236974,DE645.jpg
DE684,Mother's Global School,"C-Block, Preet Vihar",+91 11 2250 1900,http://mothersglobal.in/,4.3,Delhi,CBSE,28.636614,77.293083,DE684.jpg
DE1876,Lady Irwin Senior Secondary School,Shrimant Madhav Rao Scindia Marg,+91 11 2338 9564,http://www.ladyirwinschool.org/,4.1,Delhi,CBSE,28.577866,77.270889,DE1876.jpg
DE759,National Victor Public School,IP Ext,+91 11 2224 8200,http://www.nationalvictor.org/,4,Delhi,CBSE,28.631892,77.312214,DE759.jpg
DE1877,Ryan International School,"Complex, Sector 21/B, Kondli Gharouli",+91 11 2261 5764,http://www.ryaninternationalschools.com/rismayurvihar/,3.6,Delhi,CBSE,28.538593,77.138796,DE1877.jpg
DE552,Bal Mandir Public School,"Gali Number 18, Kailash Nagar, Seelampur",+91 11 2254 8371,https://balmandirschool.com/,2.8,Delhi,CBSE,28.663594,77.2611,DE552.jpg
DE857,Bal Mandir Senior Secondary School,"Defence Enclave, Vikas Marg",+91 11 2254 8731,http://www.balmandirschool.com/,3.6,Delhi,CBSE,28.64202,77.292893,DE857.jpg
DE1278,Somerville School,"Vasundhara Enclave, Shaheed Budh Ram Singh Marg",+91 11 4303 4722,http://www.somervillevasundhara.in/,4.2,Delhi,CBSE,28.60362,77.319523,DE1278.jpg
DE1488,Lady Irwin Senior Secondary School,"D-306, Varun Marg, Defence Colony",+91 11 2462 3196,http://ladyirwinschool.in/,4.1,Delhi,,28.579834,77.255753,DE1488.jpg
DE1759,Happy English School (No.II),"294 block, Patpar Ganj Rd, 11, Link Pusta Rd",+91 11 2241 1111,http://www.hesgc.com/,3,Delhi,ICSE,28.652707,77.278439,DE1759.jpg
DE1336,Happy Public School,"32/125, Street No 10, Vishwas Nagar",+91 11 2230 4944,http://happyhomepublicschool.com/,4,Delhi,CBSE,28.660529,77.2933,DE1336.jpg
DE1118,South Delhi Public School,"D-Block, Lala Lajpat Rai Rd",+91 11 4763 3333,http://www.southdelhipublicschool.com/,3.6,Delhi,CBSE,28.578567,77.23724,DE1118.png
DE1482,Happy School,"Padam Chand Marg, Darya Ganj",+91 11 2327 1695,http://www.happyschoolnewdelhi.edu.in/,4.1,Delhi,CBSE,28.649617,77.242855,DE1482.png
DE1034,DIWAN CHAND ARYA SR. SEC SCHOOL,Vardman Marg,+91 11 2469 4102,http://diwanchandschool.com/,4,Delhi,CBSE,28.588884,77.22466,DE1034.png
DE1306,Government Co-education Secondary School,"Teliwara Chowk, Near Durga Mandir, Shahdara",+91 11 2239 3033,http://delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+government+schools,3.5,Delhi,CBSE,28.673531,77.292971,DE1306.jpg
DE536,Brats n Cuties - Best Pre Schools,R-25 Naveen Shahdara,+91 70423 14545,http://www.bratsandcuties.com/,3,Delhi,,28.687891,77.307882,DE536.jpg
DE877,New Green Land Public School,351 Krishan Kunj Cly. Laxmi Nagar,+91 70844 87359,http://www.delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+public+schools+recognised+by+mcd,3.1,Delhi,CBSE,28.640112,77.276879,DE877.png
DE1898,Geeta National Primary School,"I-193, Laxmi Nagar",+91 98108 89490,http://delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+public+schools+recognised+by+mcd,4,Delhi,CBSE,28.624646,77.283693,DE1898.png
DE553,Vaishali Public School,"7-8 Sunder Park, Shastri Nagar",+91 11 2246 8896,http://delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+public+schools+recognised+by+doe,3.6,Delhi,CBSE,28.646032,77.274826,DE553.png
DE1317,Bal Bharti P/S Kundan Nagar,"Kundan Nagar, Laxmi Nagar",+91 98107 43016,http://www.delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+public+schools+recognised+by+mcd,1,Delhi,CBSE,28.631494,77.278787,DE1317.png
DE1981,Ryan International School,"Block E, Opp Durga Mandir, Preet Vihar",+91 11 2204 5772,http://www.ryaninternational.org/,3.8,Delhi,ICSE,28.613994,77.335975,DE1981.png
DE1219,Cambridge Primary School New Delhi,"A- Block, New Friends Colony",+91 11 2631 5060,http://nfc.cambridgeschool.edu.in/,4.5,Delhi,CBSE,28.566397,77.275063,DE1219.png
DE1533,The Learning Tree,"B - 13, Subramaniam Bharti Marg, Sujan Singh Park, Khan Market",+91 97171 00853,http://www.learningtreeplayschool.com/,5,Delhi,,28.566397,77.275063,DE1533.png
DE1201,SALWAN MONTESSORI SCHOOL,"SAlwan Road, Near Karol Bagh Metro Station, Rajendra Nagar",+91 11 4925 4507,http://salwanmontessorischool.net/,4.7,Delhi,CBSE,28.610279,77.340471,DE1201.png
DE796,Salwan Public School,"Kondli-Gharoli Complex, Mayur Vihar-III",+91 98144 49630,http://www.spsmayurvihar.com/,4.4,Delhi,CBSE,28.610166,77.339301,DE796.png
DE1563,Shishu Gyan Vidyalaya,"689, Kabool Nagar, Shahdra",+91 98113 63328,http://delhi.gov.in/wps/wcm/connect/DOIT_Education/education/home/about+us/list+of+public+schools+recognised+by+doe,3,Delhi,,28.677361,77.290505,DE1563.png
DE760,Bharat National Public School,"Ram Vihar, Karkardooma, Delhi-110092",+91 11 2237 0871,http://www.bnpsramvihar.edu.in/,4,Delhi,CBSE,28.658146,28.658146,DE760.png
DE1015,"Gyan Devi Salwan Public School
",Old Rajinder Nagar,+91 11 6537 7342,http://www.gdsalwan.com/,4,Delhi,CBSE,28.64118,77.183747,DE1015.png
DE1105,Banyan Tree School,"3, Lodhi Institutional Area",+91 11 4093 4390,http://www.banyantree.in/,3.9,Delhi,CBSE,28.587344,77.228131,DE1105.png
DE576,THE ARDEE SCHOOL,Maharshi Raman Marg,+91 98111 10042,http://www.theardeeschool.com/,4.1,Delhi,IGCSE,28.599602,77.23024,DE576.png
DE1334,DTEA Senior Secondary School,"Opposite Bunglow No.46, Sector 4, Lodhi Estate",+91 11 2467 4109,http://www.dteaschools.org/,3.9,Delhi,CBSE,28.594737,77.226352,DE1334.jpg
DE1816,The Pinnacle School,"Senior Junior And Tiny Tots, D-Block Panchsheel Enclave, New Delhi",+91 88609 35481,http://thepinnacleschool.com/,3,Delhi,CBSE,28.545088,77.228499,DE1816.png
DE735,Ambience Public School,"A-1, Safdurjung Enclave",+91 11 4723 2000,http://www.ambiencepublicschool.com/,4.3,Delhi,CBSE,28.566152,77.19885,DE735.png
DE1669,Greenway Modern School,"A-210, Jhilmil Colony",+91 11 2214 0795,http://www.greenwayschool.org/,3.8,Delhi,CBSE,28.682742,77.316223,DE1669.png
DE1130,Mayur Public School,"I.P.Extension , Behind mother dairy plant",+91 11 2247 7676,http://www.mayurpublicschool.com/,3.8,Delhi,CBSE,28.622722,77.292102,DE1130.png
DE1828,The Sanskriti,"2058, Chandani Chowk, Paranthe Wali Gali, Chandani Chowk",+91 11 2327 8548,http://www.sanskritischool.edu.in/,1,Delhi,CBSE,28.664,77.243012,DE1828.png
DE1112,DTEA Senior Secondary School,Sadhu Vasvani Marg,+91 11 2574 3989,http://www.dteaschools.org/,4.1,Delhi,CBSE,28.644217,77.19463,DE1112.png
DE812,Maple Bear Canadian Pre-School,"Block B-1/46, Ground Floor, Safdarjung Enclave",+91 98107 76259,http://www.maplebear.in/safdarjungenclave/,4.2,Delhi,CBSE,28.566017,77.191331,DE812.png
DE1820,"Maple Bear Canadian Pre-school, New Friends Colony
","B-324, New Friends Colony",+91 95999 36624,http://www.maplebear.in/nfcdelhi,5,Delhi,CBSE,28.567747,77.274013,DE1820.png
DE1371,German School New Delhi,"2, Block F, Diplomatic Enclave, Nyaya Marg, Chanakyapuri",+91 11 4168 0240,http://www.dsnd.de/,4.5,Delhi,,28.599852,77.188455,DE1371.png
DE1940,Green Fields School,"Block A 2, Chaudhary Jhandu Singh Rd",+91 11 2610 1106,http://www.greenfieldsschool.co.in/,4.2,Delhi,CBSE,28.566694,77.194512,DE1940.png
GH943,Seth Anandram Jaipuria School,"Sector 14, Vasundhara",+91 120 417 9300,http://jaipuria.edu.in/ghaziabadschool/,4,Ghaziabad,CBSE,28.658244,77.363203,GH943.png
GH1494,Khaitan Public School,"Ganga Banquet Rd, Sector 5, Rajendra Nagar, Sahibabad",+91 120 485 0300,http://khaitanpublicschool.com/,4.2,Ghaziabad,CBSE,28.682765,77.354062,GH1494.png
GH1756,St Thomas School,"Sector IV, Lajpat Nagar,Sahibabad",+91 120 263 0677,http://www.stthomasghaziabad.org/,3.7,Ghaziabad,CBSE,28.645327,77.352154,GH1756.png
GH1343,Indirapuram Public School,"C-Block, Sector 12, Pratap Vihar",+91 120 284 0031,http://www.indirapuramschool.com/,3.9,Ghaziabad,CBSE,28.64133,77.354138,GH1343.png
GH1932,Delhi Public School,"Sector 9, Vasundhara",+91 120 288 0262,http://dpsgv.in/,4,Ghaziabad,CBSE,28.658104,77.37148,GH1932.png
GH1513,Cambridge School,"Shakti Khand II, Indirapuram",+91 120 260 7330,http://www.csindirapuram.com/,4.4,Ghaziabad,CBSE,28.647239,77.365377,GH1513.png
GH1918,The Modern School,"Sector 2A/CC, Vasundhara",+91 120 650 0471,http://modernschoolgz.com/,4.1,Ghaziabad,CBSE,28.667545,77.391168,GH1918.png
GH933,Ch. Chhabil Dass Public School,"Ch, B - Block, Chhabil Das Marg",+91 120 285 6952,http://ccdps.in/,3.9,Ghaziabad,CBSE,28.673249,77.420647,GH933.png
GH1776,Amity International School,"HS-1 Sector-1, Vasundhara",+91 120 269 9290,http://www.amity.edu/ais/aisv1/,4.1,Ghaziabad,CBSE,28.667325,77.388329,GH1776.png
GH1164,Delhi Public School Indirapuram,"526/1, Ahinsa Khand -II, Indirapuram",+91 120 466 0000,http://www.dpsindirapuram.com/,4.6,Ghaziabad,CBSE,28.64554,77.381693,GH1164.png
GH1239,JKG International School Indirapuram,"Plot Number-13/14, Shakti Khand 2, Opp Swarn Jayanti Park, Indirapuram",+91 120 265 3104,http://www.jkgschool.com/jkgi/,4.1,Ghaziabad,CBSE,28.646681,77.369072,GH1239.png
GH1473,Arwachin Public School,"Sector 14, Vasundhra",+91 120 288 4141,http://www.arwachinkids.com/,3.8,Ghaziabad,CBSE,28.657739,77.361221,GH1473.png
GH1657,DPS Indirapuram,"No. 526/1, Judges Enclave, Indirapuram, Ahinsa Khand -II",+91 120 466 0000,http://www.dpsindirapuram.com/,4.1,Ghaziabad,CBSE,28.645606,77.381264,GH1657.png
GH1157,Play school in Indirapuram,"186, Gyan Khand 1",+91 90159 26222,http://www.rainbow-theplaygroup.com/,5,Ghaziabad,CBSE,28.641831,77.351253,GH1157.png
GH1216,Ralli International School,"Nitikhand-III, Indirapuram",+91 120 490 1624,http://www.ralliinternationalschool.com/,4.6,Ghaziabad,CBSE,28.645484,77.376515,GH1216.png
GH1331,"Maple Bear Canadian School, Indirapuram, Ghaziabad","Gate, Street Number 04",+91 85128 88820,http://www.maplebear.in/shiprasuncity/,3.9,Ghaziabad,,28.638547,77.376322,GH1331.jpg
GH1391,KR Mangalam World School,"Plot No 11, Sector 6, Near Arogya Hospital, Vaishali Extension, Ramprastha Greens, Vaishali",+91 87507 83999,http://krmangalam.com/vaishali/,4.2,Ghaziabad,CBSE,28.655029,77.364873,GH1391.jpg
GH875,Ralli International School,"Nitikhand-III, Indirapuram",+91 120 490 1624,http://www.ralliinternationalschool.com/,4.6,Ghaziabad,CBSE,28.644881,77.376242,GH875.png
GH1822,St. Francis School,"Abhay Khand-III/2, Indirapuram, Ghaziabad",+91 120 269 0310,http://www.sfsindirapuram.com/,3.8,Ghaziabad,CBSE,28.640603,77.346463,GH1822.jpg
GH1435,"DAV Public School, Sahibabad","Sector - II, T.H. A., Rajender Nagar, Sahibabad",+91 120 263 1206,http://www.davpssahibabad.org/,4.2,Ghaziabad,CBSE,28.684823,28.684823,GH1435.jpg
GH1902,"Maple Bear Canadian School, Indirapuram, Ghaziabad","Gate, Street Number 04",+91 85128 88820,http://www.maplebear.in/shiprasuncity/,3.9,Ghaziabad,,28.638444,77.375957,GH1902.png
GH1317,Hand In Hand- A play School & Day Care,Plot No: 404,+91 98109 56464,http://www.handinhand.in/,4.2,Ghaziabad,,28.641902,77.372949,GH1317.png
GH637,Bloom Public Senior Secondary School,"E-Block,Sec-11,Pratap Vihar",+91 99997 46018,http://www.bloompublicschoolgzb.com/,3.3,Ghaziabad,CBSE,28.655011,77.415088,GH637.png
GH1633,KR Mangalam World School,"Plot No 11, Sector 6, Near Arogya Hospital, Vaishali Extension, Ramprastha Greens, Vaishali",+91 87507 83999,http://krmangalam.com/vaishali/,4.2,Ghaziabad,CBSE,28.647186,77.351282,GH1633.png
GH1483,CSHP Public School,"Pratap Vihar, G Block",+91 120 284 3032,http://www.cshpschool.com/,3.2,Ghaziabad,CBSE,28.658451,77.411477,GH1483.png
GH874,Presidium School Indirapuram,"A-16, Habitat Centre, Ahinsa Khand- I, Indirapuram",+91 78386 54425,http://www.presidiumindirapuram.com/,3.8,Ghaziabad,CBSE,28.641198,77.369812,GH874.png
GH965,Vanasthali Public School,"Plot no. 2, Gautam Palvi Road, Block C, Sector 2, Vaishali",+91 120 321 3323,http://www.vpsvaishali.com/,4.1,Ghaziabad,CBSE,28.664808,77.387199,GH965.png
GH1302,Mount Litera Zee School,"B-8, Rajiv Colony Marg, Block B, Loni Industrial Area, Near BLS Institute of Management, Mohan Nagar",+91 120 419 2543,http://www.mountliteragzb.com/,3.6,Ghaziabad,CBSE,28.681077,77.384504,GH1302.png
GH1606,St Teresa School,"Shakti Khand-II, Indirapuram",+91 88260 00216,http://www.stteresaschool.in/,4.3,Ghaziabad,CBSE,28.64771,77.36904,GH1606.png
GH1582,Police Modern School,"41 Battalion P.A.C, Sector-1, Vaishali",+91 120 277 2071,http://www.pms41bn.com/,4.4,Ghaziabad,CBSE,28.638172,77.332147,GH1582.png
GH853,"Sanfort Indirapuram- Nursery School, Kindergarten, Best Play School, Best Preschool in Indirapuram","136, Niti Khand II, Indirapuram",+91 95407 71133,http://www.sanfortschools.com/,4.2,Ghaziabad,,28.645855,77.371486,GH853.png
GH1820,Bloom Public S.R Secondary School,"K-13, E-Block, Vijay Nagar, Sector-9, Pratap Vihar",+91 99115 11615,http://www.bloompublicschoolgzb.com/,3.4,Ghaziabad,CBSE,28.64795,77.407886,GH1820.png
GH618,GD Goenka Public School,"711, Shakti Khand III, Indirapuram",+91 99995 72500,http://gdgoenkaschoolindirapuram.com/,3.4,Ghaziabad,CBSE,28.702011,77.414102,GH618.png
GH1581,Allenhouse Public School,PS2,+91 97176 52378,http://www.allenhouseghaziabad.com/,4.3,Ghaziabad,CBSE,28.669179,77.388783,GH1581.png
GH1124,Sun Valley International School,"A-1, Sector 1, Vaishali",+91 120 277 7725,http://sunvalleyncr.com/,4.1,Ghaziabad,CBSE,28.635623,77.331964,GH1124.png
GH1204,Pratap viharSSK Public School,"F-block, Sector-11, Pratap Vihar, Pratap Vihar",+91 120 274 1907,http://www.sskpublicschool.org/123456,3.3,Ghaziabad,CBSE,28.655053,77.41332,GH1204.png
GH1781,Sanfort,"405,",+91 98710 41563,http://www.sanfortschools.com/,2.7,Ghaziabad,,28.661794,77.383462,GH1781.png
GH512,"Sanfort School- Top, Preschool, Play School Franchise in Ghaziabad, Delhi,India","1514/1,",+91 99906 42929,http://www.sanfortschools.com/,4.6,Ghaziabad,,28.661816,77.383309,GH512.png
GH1650,RiseKids Pre-School,"1/53 & 1/54,",+91 78400 02559,http://risekids.in/,3.5,Ghaziabad,,28.666533,77.387487,GH1650.png
GH1081,Aryan Public School,Kaling Marg,+91 120 457 1510,http://www.aryanpublicschool.com/,3.8,Ghaziabad,,28.645475,77.342776,GH1081.png
GH851,Risekids Pre-School,"13/157 – A, Near Maharaja Agarsain Public School, Sec -1 3",+91 1800 833 5335,http://www.risekids.in/,4,Ghaziabad,,28.666504,77.387283,GH851.png
GH1316,Fatima Convent Senior Secondary School.,Nandgram Rd,+91 120 287 1847,http://fatimaconventschool.com/,4.3,Ghaziabad,CISCE,28.684062,77.414162,GH1316.png
GH527,Sanfort,"338, Gyan Khand 1",+91 85869 26794,http://www.sanfortschools.com/,3.7,Ghaziabad,,28.661757,77.382905,GH527.png
GH1855,National Public School,"Plot No :38, Gali Number 3, Shyam Park",+91 120 265 7306,http://www.nationalpublicschool.org.in/,3.3,Ghaziabad,CBSE,28.687268,77.360782,GH1855.png
GH1181,"D.A.V. Public School, Brij Vihar",Brij Vihar,+91 120 264 1387,http://davbrijvihar.com/,3.6,Ghaziabad,CBSE,28.671204,77.338279,GH1181.png
GH1375,Diwakar Model School,GHAZIABAD,+91 98107 46270,http://www.diwakarmodelschool.in/,3.1,Ghaziabad,CBSE,28.672272,77.332181,GH1375.png
GH680,RiseKids Pre-School,"III-A / 14, Sector 3, Vaishali",+91 78400 02669,http://www.risekids.in/,5,Ghaziabad,,28.66658,77.387004,GH680.png
GH684,Diwakar Model School,"D. 23/1, GT Road",+91 120 263 0047,http://www.diwakarmodelschool.in/,2.4,Ghaziabad,CBSE,28.677532,77.371798,GH684.png
GH1437,Sanfort,"Plot No 433 Sector 4 Oppt. Milan Garden Gate No.1 Rampratha Green Sector 4, Vaishali",+91 87440 00268,http://www.sanfortschools.com/,4.1,Ghaziabad,,28.661734,77.383272,GH1437.png
GH1102,WELL BEING SPECIAL SCHOOL,"218, Gyan Khand 1",+91 98119 58619,https://www.facebook.com/wellbeingspecialschool,4.8,Ghaziabad,,28.641992,77.351465,GH1102.png
